_time;exchange;trading_pair;strategy;type;order_id;size;price;trade_volume;fee;;Sum Trades;PnL;;PnL Net;Date
2018-09-22T21:04:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;7C2NAK;2,18;5658,000000;-12348,000000;-49,790000;2,182400;2,182400;15087,030000;-5736,090000;9350,940000;22.09.2018
2018-09-22T21:11:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;0f61f5fe-e489-4568-88ed-b33d56eb13cf;2,18;5720,020000;12483,370000;0,000000;-2,182400;0,000000;15222,400000;-5736,090000;9486,310000;22.09.2018
2018-09-22T21:43:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;URXEA5;0,05;5651,000000;-286,000000;-1,150000;0,050600;0,050600;15222,400000;-5737,240000;9485,160000;22.09.2018
2018-09-22T22:25:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;f755a264-e780-4320-be48-09aa4a97cee9;0,05;5708,170000;288,790000;0,000000;-0,050600;0,000000;15225,190000;-5737,240000;9487,950000;22.09.2018
2018-09-25T01:43:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;B5HCHA;0,99;5441,000000;-5397,000000;-21,760000;0,992000;0,992000;15225,190000;-5759,000000;9466,190000;25.09.2018
2018-09-25T03:12:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;16bafc9d-2cea-4599-86a0-7076b5304d18;0,99;5505,300000;5461,260000;0,000000;-0,992000;0,000000;15289,450000;-5759,000000;9530,450000;25.09.2018
2018-09-25T14:09:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;VPKGZM;3,97;5380,000000;-21348,000000;-86,080000;3,968000;3,968000;15289,450000;-5845,080000;9444,370000;25.09.2018
2018-09-25T14:10:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;a48e2d83-bae0-44e2-b08e-04f3d8003d69;3,97;5437,910000;21577,630000;0,000000;-3,968000;0,000000;15519,080000;-5845,080000;9674,000000;25.09.2018
2018-09-28T09:51:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;TXB79X;0,17;5652,000000;-976,100000;-3,940000;0,172700;0,172700;15519,080000;-5849,020000;9670,060000;28.09.2018
2018-09-28T09:54:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;ed4f7bee-f2eb-4885-8b6b-8461f98a7374;0,17;5714,420000;986,920000;0,000000;-0,172700;0,000000;15529,900000;-5849,020000;9680,880000;28.09.2018
2018-09-28T10:03:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;3QFH4P;3,97;5667,000000;-22487,000000;-90,670000;3,968000;3,968000;15529,900000;-5939,690000;9590,210000;28.09.2018
2018-09-28T10:22:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;RRWU4F;3,43;5668,000000;-19454,000000;-78,450000;3,432300;7,400300;15529,900000;-6018,140000;9511,760000;28.09.2018
2018-09-28T10:22:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;a74bcfc4-55e4-4a0f-b73f-d83d772665c3;3,97;5730,000000;22736,640000;0,000000;-3,968000;3,432300;15529,900000;-6018,140000;9511,760000;28.09.2018
2018-09-28T10:34:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;4c7407d6-c68b-48e3-b132-a1ee7a0a390c;3,43;5731,000000;19670,630000;0,000000;-3,432300;0,000000;15996,170000;-6018,140000;9978,030000;28.09.2018
2018-10-05T04:03:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;RPRKAU;0,35;5623,000000;-1952,000000;-7,870000;0,347200;0,347200;15996,170000;-6026,010000;9970,160000;05.10.2018
2018-10-05T04:38:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;fe985f3a-71a7-45e8-809f-d44293fb04e8;0,35;5688,630000;1975,090000;0,000000;-0,347200;0,000000;15996,170000;-6026,010000;9970,160000;05.10.2018
2018-10-09T06:32:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;M4PZG8;4,35;5700,000000;-24766,000000;-99,860000;4,345000;4,345000;15996,170000;-6125,870000;9870,300000;09.10.2018
2018-10-09T07:48:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;986c15be-d14e-4792-80c9-6396efeec21a;4,35;5769,030000;25066,200000;0,000000;-4,345000;0,000000;16319,460000;-6125,870000;10193,590000;09.10.2018
2018-10-10T21:06:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;8PUBNR;4,4;5627,130000;-24785,000000;-99,940000;4,404500;4,404500;16319,460000;-6225,810000;10093,650000;10.10.2018
2018-10-11T01:02:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;29fecb1f-a324-42a7-a42e-cb443bcb20f4;4,09;5611,730000;22974,590000;-68,920000;-4,094000;0,310500;16319,460000;-6294,730000;10024,730000;11.10.2018
2018-10-11T01:02:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;b9d5cb8e-ce2f-4a8c-91e1-3ed203596fb6;0,31;5685,010000;1764,920000;0,000000;-0,310500;0,000000;16319,460000;-6294,730000;10024,730000;11.10.2018
2018-10-11T02:00:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;Z4X2CP;1,08;5387,000000;-5792,600000;-23,360000;1,075300;1,075300;16319,460000;-6318,090000;10001,370000;11.10.2018
2018-10-11T02:07:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;60e0dd09-aba2-43f2-ad84-d009e7b16987;1,08;5359,990000;5763,750000;-17,290000;-1,075300;0,000000;16245,120000;-6335,380000;9909,740000;11.10.2018
2018-10-11T11:37:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;GU8TWF;1,31;5310,000000;-6952,900000;-28,040000;1,309400;1,309400;16245,120000;-6363,420000;9881,700000;11.10.2018
2018-10-11T11:40:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;25039c72-3d5a-4a28-909e-2fbb0cc07cfd;1,31;5368,000000;7029,070000;0,000000;-1,309400;0,000000;16321,290000;-6363,420000;9957,870000;11.10.2018
2018-10-15T05:32:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;G97TVP;3,09;5394,000000;-16682,000000;-67,270000;3,092700;3,092700;16321,290000;-6430,690000;9890,600000;15.10.2018
2018-10-15T05:42:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;0f4f541d-9618-492b-93d4-dfbc70a2b5b0;3,09;5456,510000;16875,610000;0,000000;-3,092700;0,000000;16514,900000;-6430,690000;10084,210000;15.10.2018
2018-10-15T05:46:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;8WUPGA;0,14;5470,000000;-740,100000;-2,990000;0,135300;0,135300;16514,900000;-6433,680000;10081,220000;15.10.2018
2018-10-15T05:46:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;618089ed-2452-4246-be91-5a86ec675734;0,14;5530,690000;748,500000;0,000000;-0,135300;0,000000;16514,900000;-6433,680000;10081,220000;15.10.2018
2018-10-15T07:11:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;KVRQWQ;1,7;5570,000000;-9457,300000;-38,130000;1,697900;1,697900;16514,900000;-6471,810000;10043,090000;15.10.2018
2018-10-15T07:15:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;e7bd56d9-330f-4fae-9407-64083e6851f9;1,7;5631,350000;9561,460000;0,000000;-1,697900;0,000000;16514,900000;-6471,810000;10043,090000;15.10.2018
2018-10-15T07:28:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;MQPPAD;4,48;5523,000000;-24764,000000;-99,860000;4,483800;4,483800;16514,900000;-6571,670000;9943,230000;15.10.2018
2018-10-15T07:35:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;9ce564da-a781-4288-880a-b19e9d42821e;4,48;5591,010000;25069,190000;0,000000;-4,483800;0,000000;16932,650000;-6571,670000;10360,980000;15.10.2018
2018-10-21T19:05:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;K8NZS3;0,3;5550,000000;-1690,000000;-6,820000;0,304500;0,304500;16932,650000;-6578,490000;10354,160000;21.10.2018
2018-10-21T19:15:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;4801a9ca-c076-4604-a99b-a4e1b9fa29ce;0,3;5613,280000;1709,410000;0,000000;-0,304500;0,000000;16932,650000;-6578,490000;10354,160000;21.10.2018
2018-10-31T21:23:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;7D4ZTG;0,21;5524,000000;-1183,000000;-4,770000;0,214100;0,214100;16932,650000;-6583,260000;10349,390000;31.10.2018
2018-10-31T21:38:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;d34821d4-3529-4551-a9c6-a5fa55c3beec;0,21;5587,010000;1196,000000;0,000000;-0,214100;0,000000;16932,650000;-6583,260000;10349,390000;31.10.2018
2018-11-04T13:29:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;87UUTH;0,99;5525,000000;-5481,000000;-22,100000;0,992000;0,992000;16932,650000;-6605,360000;10327,290000;04.11.2018
2018-11-04T15:53:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;e3f82af2-9420-4a63-b408-72fe24686a9d;0,99;5587,000000;5542,300000;0,000000;-0,992000;0,000000;16932,650000;-6605,360000;10327,290000;04.11.2018
2018-11-14T17:44:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;ME2AF7;4,46;5055,000000;-22566,000000;-90,990000;4,464000;4,464000;16932,650000;-6696,350000;10236,300000;14.11.2018
2018-11-14T17:45:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;4e276f2e-ee59-4f86-91e7-5c9bb59c5ecc;4,46;5117,410000;22844,120000;0,000000;-4,464000;0,000000;17304,480000;-6696,350000;10608,130000;14.11.2018
2018-11-14T17:50:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;G3R3Y3;2,41;5127,000000;-12359,000000;-49,830000;2,410600;2,410600;17304,480000;-6746,180000;10558,300000;14.11.2018
2018-11-14T17:54:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;96c75df1-38a2-47a0-a385-d8f53cd046e9;2,41;5184,040000;12496,440000;0,000000;-2,410600;0,000000;17441,920000;-6746,180000;10695,740000;14.11.2018
2018-11-15T16:22:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;MB8BZK;3,97;4785,000000;-18987,000000;-76,560000;3,968000;3,968000;17441,920000;-6822,740000;10619,180000;15.11.2018
2018-11-15T16:24:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;67648494-730d-4a52-a051-b95c478ec74c;3,97;4847,700000;19235,670000;0,000000;-3,968000;0,000000;17690,590000;-6822,740000;10867,850000;15.11.2018
2018-11-19T05:50:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;NRSV3M;5,19;4667,000000;-24213,000000;-97,630000;5,188200;5,188200;17690,590000;-6920,370000;10770,220000;19.11.2018
2018-11-19T05:53:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;03c07d6e-e208-49cb-91fe-96c60163714a;5,19;4718,670000;24481,210000;0,000000;-5,188200;0,000000;17958,800000;-6920,370000;11038,430000;19.11.2018
2018-11-19T10:07:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;H9H6Q6;1,09;4589,000000;-5007,500000;-20,190000;1,091200;1,091200;17958,800000;-6940,560000;11018,240000;19.11.2018
2018-11-19T10:54:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;25de0272-5755-4af1-b313-4ab11c25c511;1,09;4640,860000;5064,110000;0,000000;-1,091200;0,000000;17958,800000;-6940,560000;11018,240000;19.11.2018
2018-11-19T10:57:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;ZRTSAC;2,15;4588,000000;-9876,100000;-39,820000;2,152600;2,152600;17958,800000;-6980,380000;10978,420000;19.11.2018
2018-11-19T12:41:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;40a4d036-ad49-49a2-a178-f6de2295737e;2,15;4566,940000;9830,980000;-29,490000;-2,152600;0,000000;17970,290000;-7009,870000;10960,420000;19.11.2018
2018-11-19T20:25:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;XHXZR7;0,99;4240,000000;-4206,000000;-16,960000;0,992000;0,992000;17970,290000;-7026,830000;10943,460000;19.11.2018
2018-11-19T20:26:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;6c87d52e-319a-4be9-b1c8-c41edc7b33b1;0,99;4334,320000;4299,650000;0,000000;-0,992000;0,000000;17970,290000;-7026,830000;10943,460000;19.11.2018
2018-11-19T20:31:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;XVY736;0,1;4226,000000;-415,000000;-1,670000;0,098200;0,098200;17970,290000;-7028,500000;10941,790000;19.11.2018
2018-11-19T20:32:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;2cdc17ea-caa1-415f-95f8-233cfc2ebe9d;0,1;4331,020000;425,340000;0,000000;-0,098200;0,000000;17970,290000;-7028,500000;10941,790000;19.11.2018
2018-11-19T21:16:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;G22Y5B;4,56;4146,000000;-18919,000000;-76,290000;4,563200;4,563200;17970,290000;-7104,790000;10865,500000;19.11.2018
2018-11-19T21:18:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;b6a60e63-cb67-456a-b234-2c852e901a98;4,56;4236,900000;19333,820000;0,000000;-4,563200;0,000000;18489,100000;-7104,790000;11384,310000;19.11.2018
2018-11-20T18:39:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;VNRENU;6,34;3906,500000;-24763,000000;-99,850000;6,338900;6,338900;18489,100000;-7204,640000;11284,460000;20.11.2018
2018-11-20T18:47:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;8beb8b14-3a76-4d2d-9ea2-c2946cb82dbb;6,34;3974,520000;25194,010000;0,000000;-6,338900;0,000000;18920,110000;-7204,640000;11715,470000;20.11.2018
2018-11-20T20:28:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;CNBF57;0,37;3603,220000;-1316,000000;-5,300000;0,365100;0,365100;18920,110000;-7209,940000;11710,170000;20.11.2018
2018-11-20T20:28:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;c2c3f069-e65b-456f-93a9-973961354053;0,37;3678,660000;1343,120000;0,000000;-0,365100;0,000000;18920,110000;-7209,940000;11710,170000;20.11.2018
2018-11-20T20:37:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;THNCA4;0,51;3623,000000;-1850,000000;-7,460000;0,510500;0,510500;18920,110000;-7217,400000;11702,710000;20.11.2018
2018-11-20T20:41:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;7180507a-7f27-4d72-9610-2cfa74b49347;0,51;3686,180000;1881,690000;0,000000;-0,510500;0,000000;18920,110000;-7217,400000;11702,710000;20.11.2018
2018-11-20T21:04:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;UDPPMH;1,28;3675,000000;-4702,900000;-18,960000;1,279700;1,279700;18920,110000;-7236,360000;11683,750000;20.11.2018
2018-11-20T21:06:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;3c754361-4d8c-4cc5-a56d-712aa6a560af;1,28;3737,240000;4782,470000;0,000000;-1,279700;0,000000;18920,110000;-7236,360000;11683,750000;20.11.2018
2018-11-22T14:32:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;HRUSNW;3,97;3844,000000;-15253,000000;-61,500000;3,968000;3,968000;18920,110000;-7297,860000;11622,250000;22.11.2018
2018-11-22T15:03:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;a5bcfdec-30c4-4812-88f1-c97ce2527d30;3,97;3923,100000;15566,860000;0,000000;-3,968000;0,000000;19372,350000;-7297,860000;12074,490000;22.11.2018
2018-11-23T11:09:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;8XEW24;2,3;3704,000000;-8534,800000;-34,410000;2,304200;2,304200;19372,350000;-7332,270000;12040,080000;23.11.2018
2018-11-23T11:59:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;dd3f0215-0199-4ec7-b61c-49d2fbed7e11;2,3;3778,170000;8705,630000;0,000000;-2,304200;0,000000;19543,180000;-7332,270000;12210,910000;23.11.2018
2018-11-30T10:16:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;X9NK42;2,91;3520,000000;-10236,000000;-41,270000;2,908000;2,908000;19543,180000;-7373,540000;12169,640000;30.11.2018
2018-11-30T10:18:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;03ff5fb8-f8e3-4bbc-854e-d222c82b00a0;2,91;3591,600000;10444,250000;0,000000;-2,908000;0,000000;19751,430000;-7373,540000;12377,890000;30.11.2018
2018-12-12T08:45:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;CX4FU7;6,94;2938,000000;-20401,000000;-82,260000;6,944000;6,944000;19751,430000;-7455,800000;12295,630000;12.12.2018
2018-12-12T09:09:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;b687c994-6ab9-4041-87b9-e15f5bbbffcc;6,94;2986,010000;20734,850000;0,000000;-6,944000;0,000000;20085,280000;-7455,800000;12629,480000;12.12.2018
2018-12-17T12:15:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;YYKAH2;0,18;2914,000000;-516,100000;-2,080000;0,177100;0,177100;20085,280000;-7457,880000;12627,400000;17.12.2018
2018-12-17T12:17:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;8bac8655-b319-47e8-8d99-94fca34fdbdf;0,18;2972,430000;526,380000;0,000000;-0,177100;0,000000;20085,280000;-7457,880000;12627,400000;17.12.2018
2018-12-19T11:21:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;CYHGAC;0,51;3359,000000;-1705,000000;-6,880000;0,507600;0,507600;20085,280000;-7464,760000;12620,520000;19.12.2018
2018-12-19T11:22:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;ddfa30d4-a6a6-409d-ac22-42912981e7a7;0,51;3421,010000;1736,550000;0,000000;-0,507600;0,000000;20085,280000;-7464,760000;12620,520000;19.12.2018
2018-12-19T11:43:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;7HRBY4;1,56;3391,000000;-5289,600000;-21,330000;1,559900;1,559900;20085,280000;-7486,090000;12599,190000;19.12.2018
2018-12-19T11:46:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;VEQQEN;4,96;3391,000000;-16819,000000;-67,820000;4,960000;6,519900;20085,280000;-7553,910000;12531,370000;19.12.2018
2018-12-19T11:46:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;bd2ebf00-fe0a-46a8-ad7f-734b7a229fef;1,56;3460,050000;5397,190000;0,000000;-1,559900;4,960000;20085,280000;-7553,910000;12531,370000;19.12.2018
2018-12-19T11:47:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;6af94635-3e4a-4e5a-a5bd-2bd3b4e01420;4,96;3460,070000;17161,950000;0,000000;-4,960000;0,000000;20577,650000;-7553,910000;13023,740000;19.12.2018
2018-12-19T11:50:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;ENRCXP;0,58;3399,000000;-1956,000000;-7,890000;0,575400;0,575400;20577,650000;-7561,800000;13015,850000;19.12.2018
2018-12-19T11:50:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;11f26874-2b1a-4906-895e-8c1cd09be9cd;0,58;3484,010000;2004,560000;0,000000;-0,575400;0,000000;20577,650000;-7561,800000;13015,850000;19.12.2018
2018-12-27T22:44:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;N8BZ56;7,72;3105,000000;-23964,000000;-96,630000;7,717800;7,717800;20577,650000;-7658,430000;12919,220000;27.12.2018
2018-12-28T00:02:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;ac820483-f7ee-4264-b600-d6fe7fee8c19;7,72;3159,020000;24380,560000;0,000000;-7,717800;0,000000;21042,770000;-7658,430000;13384,340000;28.12.2018
2019-01-10T16:14:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;D8VH3F;7,73;3107,000000;-24010,000000;-96,810000;7,727700;7,727700;21042,770000;-7755,240000;13287,530000;10.01.2019
2019-01-10T16:17:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;542c5b04-4585-45ac-b847-e309554ab4b4;7,73;3170,010000;24496,820000;0,000000;-7,727700;0,000000;21529,590000;-7755,240000;13774,350000;10.01.2019
2019-01-14T18:51:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;97UCEH;0,6;3161,000000;-1881,000000;-7,590000;0,595200;0,595200;21529,590000;-7762,830000;13766,760000;14.01.2019
2019-01-14T19:30:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;ae2f0ac7-2ce9-435c-8b1f-5ee880a50336;0,6;3225,010000;1919,530000;0,000000;-0,595200;0,000000;21568,120000;-7762,830000;13805,290000;14.01.2019
